,Unnamed: 0,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4000,4000,Pablo,2011-06-19,"Chicago, IL",within an hour,100.0,t,Uptown,"['email', 'phone']",t,t,No specified,Uptown,Entire condo,Entire home/apt,2 baths,"[""Shower gel"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Whirlpool  refrigerator"", ""Private entrance"", ""Private patio or balcony"", ""Housekeeping available 4 hours a day, every day - available at extra cost"", ""Bathtub"", ""Room-darkening shades"", ""Bluetooth sound system"", ""Outdoor furniture"", ""Central air conditioning"", ""Coffee maker"", ""Long term stays allowed"", ""Lockbox"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Body soap"", ""100 inch TV"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Window guards"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Whirlpool  stainless steel oven"", ""Board games"", ""Beach essentials"", ""Freezer"", ""Baking sheet"", ""Paid street parking off premises"", ""Shared beach access"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-03-05,2024-09-13,R22000088593,t,720660,99.0,3.0,41.96134300000001,-87.656666,6.0,2.0,2.0,4.0,225.0,2.0,1125,2.0,1125.0,2,19,44,113,78.0,54.0,4.0,4.95,4.87,4.95,4.95,4.96,4.86,4.87,4.16
4001,4001,Jessie,2020-07-13,"Chicago, IL",within an hour,100.0,f,Ravenswood,"['email', 'phone']",t,t,Neighborhood highlights,Rogers Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-13,2024-08-05,R23000098299,f,356154157,94.0,11.0,42.00824,-87.66838,4.0,1.0,2.0,2.0,130.0,1.0,90,2.0,90.0,14,41,71,157,41.0,16.0,0.0,4.49,4.78,4.56,4.73,4.88,4.88,4.56,1.67
4002,4002,Jeremy And Mary,2016-10-05,"Chicago, IL",within an hour,100.0,t,River North,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Loop,Entire condo,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""50 inch HDTV with Netflix, standard cable"", ""First aid kit"", ""Shared gym in building"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Fire pit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Lake access"", ""Crib"", ""Wine glasses"", ""Hangers"", ""Stainless steel electric stove"", ""Oven"", ""Cleaning available during stay"", ""Bathtub"", ""Room-darkening shades"", ""Lake view"", ""Clothing storage"", ""Outdoor furniture"", ""Central air conditioning"", ""Paid parking off premises"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Lockbox"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Elevator"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Outdoor shower"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Freezer"", ""Park view"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-14,2024-09-12,R22000081990,f,98193524,95.0,59.0,41.87021,-87.62513,2.0,1.0,0.0,1.0,197.0,3.0,365,4.7,1125.0,22,52,57,57,25.0,25.0,3.0,4.92,4.96,4.96,4.96,5.0,4.96,4.92,3.99
4003,4003,Nala & Owen,2018-05-25,No location,within an hour,100.0,t,Uptown,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""Shared gym in building"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Coffee"", ""Shampoo"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Paid parking off premises"", ""Hot water kettle"", ""Resort access"", ""Outdoor dining area"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Exercise equipment: elliptical, free weights, treadmill"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-29,2024-09-13,R22000088415,f,191522990,100.0,16.0,41.96874,-87.65931,2.0,1.0,0.0,1.0,80.0,1.0,1125,2.0,1125.0,5,31,58,330,134.0,12.4,4.0,4.82,4.78,4.92,4.95,4.9,4.67,4.74,5.58
4004,4004,Sam,2021-10-09,"Chicago, IL",within an hour,100.0,t,Lake View,['phone'],t,f,Neighborhood highlights,North Center,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Whirlpool refrigerator"", ""Record player"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Polk sound system"", ""Cleaning available during stay"", ""Clothing storage: dresser"", ""Hangers"", ""Wine glasses"", ""Private entrance"", ""Bathtub"", ""Whirlpool stove"", ""Dove conditioner"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Outdoor dining area"", ""Body soap"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dove shampoo"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""65 inch HDTV with Chromecast"", ""Board games"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-13,2024-09-09,R22000083271,f,426630419,100.0,1.0,41.94104,-87.67429,6.0,1.0,2.0,2.0,186.0,2.0,365,2.0,1125.0,6,22,41,283,129.0,12.4,5.0,4.95,4.97,4.88,4.97,4.98,4.91,4.91,5.05
4005,4005,Kyriako,2017-01-12,No location,within an hour,100.0,t,Lower West Side,"['email', 'phone']",t,t,Neighborhood highlights,Lower West Side,Entire condo,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Hangers"", ""42 inch HDTV with Roku"", ""Room-darkening shades"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Hot water kettle"", ""Body soap"", ""Stainless steel gas stove"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Fast wifi \u2013 120 Mbps"", ""Trash compactor"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-12,2024-09-14,R22000085559,t,111062630,100.0,24.0,41.8582967,-87.64751509999999,6.0,1.0,2.0,3.0,118.0,2.0,28,2.0,1125.0,16,40,70,250,90.0,38.0,1.2,4.83,4.88,4.79,4.91,4.91,4.74,4.71,3.52
4006,4006,George,2019-05-25,"Chicago, IL",within an hour,91.0,t,River North,"['email', 'phone']",t,f,Neighborhood highlights,Near North Side,Entire condo,Entire home/apt,2.5 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Clothing storage: closet and wardrobe"", ""Room-darkening shades"", ""TV"", ""Bluetooth sound system"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water kettle"", ""Body soap"", ""Theme room"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Mini fridge"", ""Laundromat nearby"", ""Free driveway parking on premises \u2013 2 spaces"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Keypad"", ""Indoor fireplace"", ""Blender"", ""Board games"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-10-13,2024-09-08,R22000086629,f,264175196,95.0,1.0,41.89575680282838,-87.63423068241067,8.0,2.5,3.0,3.0,434.0,2.0,90,2.7,1125.0,15,39,66,156,67.0,29.0,4.0,4.97,5.0,4.96,4.96,5.0,4.97,4.88,2.85
4007,4007,Nala & Owen,2018-05-25,No location,within an hour,100.0,t,Uptown,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""Shared gym in building"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Stove"", ""Coffee"", ""Shampoo"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Paid parking off premises"", ""Long term stays allowed"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Exercise equipment: elliptical, free weights, treadmill, yoga mat"", ""Iron"", ""Dishes and silverware"", ""Washer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-30,2024-09-12,R22000088416,f,191522990,100.0,16.0,41.96668,-87.65913,2.0,1.0,1.0,1.0,80.0,1.0,1125,2.0,1125.0,9,31,61,334,139.0,12.4,1.2,4.86,4.88,4.91,4.96,4.91,4.71,4.79,5.8
4008,4008,Nala & Owen,2018-05-25,No location,within an hour,100.0,t,Uptown,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""Shared gym in building"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Coffee"", ""Shampoo"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Paid parking off premises"", ""Long term stays allowed"", ""Outdoor dining area"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-28,2024-09-11,R22000088413,f,191522990,100.0,16.0,41.96749,-87.66119,2.0,1.0,1.0,1.0,80.0,1.0,1125,2.0,1125.0,8,36,66,341,134.0,12.4,1.2,4.83,4.87,4.87,4.93,4.93,4.76,4.83,5.58
4009,4009,Julien,2022-05-15,"Chicago, IL",within an hour,100.0,f,Logan Square,"['email', 'phone']",t,t,Neighborhood highlights,Portage Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shampoo"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-04,2024-09-01,R22000092439,f,459240409,90.0,11.0,41.96075,-87.75327,2.0,1.0,0.0,1.0,90.0,1.0,90,2.0,90.0,20,50,80,172,65.0,30.0,3.0,4.62,4.77,4.75,4.9,4.68,4.75,4.49,2.62
4010,4010,Kingston,2015-10-12,"Chicago, IL",within an hour,100.0,f,Bridgeport,"['email', 'phone']",t,t,No specified,Bridgeport,Entire home,Entire home/apt,1 bath,"[""Refrigerator"", ""BBQ grill"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Hangers"", ""Private patio or balcony"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Lockbox"", ""Central air conditioning"", ""Outdoor dining area"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""HDTV with Hulu"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2022-10-31,2023-12-07,Without license,f,46338435,100.0,3.0,41.8458,-87.64369,7.0,1.0,3.0,4.0,75.0,32.0,1125,32.0,1125.0,27,56,85,101,2.0,1.0,0.0,4.5,5.0,5.0,5.0,5.0,4.9,4.5,0.09
4011,4011,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near West Side,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-04-30,2024-04-30,Without license,t,107434423,96.0,11.1,41.876299,-87.6537208,2.0,1.0,1.0,1.0,189.0,32.0,1125,36.5,1125.0,0,0,0,158,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21
4012,4012,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near North Side,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,t,107434423,96.0,11.1,41.890516,-87.635955,2.0,1.0,0.0,1.0,148.0,32.0,1125,36.4,1125.0,0,0,0,197,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.97,4.9,4.8,2.66
4013,4013,Jenny,2016-06-23,"Chicago, IL",within an hour,100.0,t,Portage Park,"['email', 'phone']",t,t,Neighborhood highlights,Portage Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Outlet covers"", ""First aid kit"", ""Radiant heating"", ""Portable fans"", ""Self check-in"", ""Dishwasher"", ""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Generic body soap"", ""Dining table"", ""Coffee"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""Outdoor furniture"", ""Long term stays allowed"", ""Fast wifi \u2013 119 Mbps"", ""Outdoor dining area"", ""Generic conditioner"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Generic stainless steel oven"", ""Laundromat nearby"", ""Generic refrigerator"", ""Luggage dropoff allowed"", ""Generic stainless steel gas stove"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Blender"", ""Board games"", ""50 inch HDTV with Fire TV"", ""Freezer"", ""Baking sheet"", ""Generic shampoo"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-10-09,2024-08-21,R22000086149,f,79579621,96.0,1.0,41.94525,-87.75114,9.0,1.0,2.0,5.0,119.0,2.0,30,2.0,1125.0,20,50,80,80,63.0,23.0,1.0,4.84,4.9,4.9,4.94,4.97,4.7,4.78,2.66
4014,4014,Melissa,2015-09-02,"Chicago, IL",within an hour,100.0,f,West Town,"['email', 'phone', 'work_email']",t,f,No specified,West Town,Entire rental unit,Entire home/apt,1 bath,"[""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",t,2024-05-28,2024-09-08,R24000115390,f,43215726,82.0,1.0,41.902872381643576,-87.68804419199775,4.0,1.0,1.0,1.0,150.0,1.0,365,2.0,365.0,18,48,78,251,6.0,6.0,2.0,4.83,4.67,4.83,4.83,5.0,4.83,4.67,1.59
4015,4015,Ron,2016-02-25,"Chicago, IL",within an hour,100.0,t,Lake View East,"['email', 'phone']",t,t,Neighborhood highlights,Lake View,Private room in condo,Private room,1 shared bath,"[""Shower gel"", ""Bidet"", ""Refrigerator"", ""Self check-in"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""HDTV with DVD player, Amazon Prime Video, Netflix, Hulu, Chromecast"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""Outdoor furniture"", ""Fast wifi \u2013 208 Mbps"", ""Rice maker"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-21,2024-09-09,R22000087419,f,60361495,97.0,1.0,41.93483,-87.64543,2.0,1.0,1.0,1.0,85.0,1.0,92,2.0,92.0,4,33,63,63,83.0,40.0,5.0,4.86,4.93,4.7,4.92,4.92,4.94,4.78,3.28
4016,4016,Lauren,2012-01-02,"Chicago, IL",within an hour,90.0,f,Bridgeport,"['email', 'phone']",t,t,Neighborhood highlights,Bridgeport,Entire guest suite,Entire home/apt,1 bath,"[""Paid parking on premises"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Smart lock"", ""Coffee"", ""Private entrance"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""Hot water kettle"", ""Outdoor dining area"", ""Washer"", ""Books and reading material"", ""Bed linens"", ""Free dryer \u2013 In building"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Mini fridge"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Shared patio or balcony"", ""Microwave"", ""Hot water""]",t,2022-11-24,2023-06-16,R24000114724,t,1559961,96.0,1.0,41.8279718,-87.64341019999999,2.0,1.0,1.0,1.0,63.0,2.0,365,2.0,1125.0,14,44,74,349,12.0,0.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.54
